de_id,_trusted_judgments,what_emotion_does_author_express_specifically_about_the_weather,what_emotion_does_author_express_specifically_about_the_weather:confidence,what_emotion_does_author_express_specifically_about_the_weather:confidence_summary,tweet_text
DE_CF4_04585,5,-1,0.42,"""Neutral / author is just sharing information"": 0.196
""I can't tell"": 0.416
""Tweet not related to weather condition"": 0.189
""Negative"": 0.2
",stay warm ment ment ment followers !
DE_CF4_04589,5,-1,0.42,"""I can't tell"": 0.418
""Neutral / author is just sharing information"": 0.171
""Positive"": 0.197
""Negative"": 0.215
",please stay warm ! num degrees outside however tgif
DE_CF4_04625,5,-1,0.8,"""I can't tell"": 0.803
""Tweet not related to weather condition"": 0.197
",oh can't fake blizzard cc ment
DE_CF4_04636,5,-1,0.43,"""I can't tell"": 0.434
""Neutral / author is just sharing information"": 0.378
""Negative"": 0.188
",ment ment crazy storm regular weather ?
DE_CF4_04679,5,-1,0.4,"""Neutral / author is just sharing information"": 0.211
""I can't tell"": 0.396
""Tweet not related to weather condition"": 0.393
",back story ridding alley snow http
DE_CF4_04720,5,-1,0.4,"""Neutral / author is just sharing information"": 0.21
""I can't tell"": 0.397
""Negative"": 0.393
",rainy day ish sleepy
DE_CF4_04799,5,-1,0.4,"""Neutral / author is just sharing information"": 0.392
""I can't tell"": 0.404
""Tweet not related to weather condition"": 0.204
",num god already knows storm like don't tell god big storm tell storm big god !
DE_CF4_04806,5,-1,0.42,"""Neutral / author is just sharing information"": 0.385
""I can't tell"": 0.419
""Positive"": 0.196
",sunny outside today still cold another snow storm coming smh
DE_CF4_04844,5,-1,0.43,"""Neutral / author is just sharing information"": 0.216
""I can't tell"": 0.433
""Tweet not related to weather condition"": 0.351
",learning winter etiquette http new post ! blizzard snow storm ice albany
DE_CF4_05136,5,-1,0.59,"""Neutral / author is just sharing information"": 0.201
""I can't tell"": 0.589
""Negative"": 0.211
",weather like makes want blow money don't ment
DE_CF4_05198,6,-1,0.65,"""Neutral / author is just sharing information"": 0.163
""I can't tell"": 0.654
""Tweet not related to weather condition"": 0.183
",ment ? like thunderstorm snowstorm love much ?
DE_CF4_05259,5,-1,0.77,"""Neutral / author is just sharing information"": 0.226
""I can't tell"": 0.774
",cold outside ! cosby sweater !
DE_CF4_05279,5,-1,0.41,"""I can't tell"": 0.411
""Neutral / author is just sharing information"": 0.178
""Negative"": 0.411
",ment storm crazy ! thunder snow sleet last night loud !
DE_CF4_05299,5,-1,0.61,"""Neutral / author is just sharing information"": 0.18
""I can't tell"": 0.613
""Negative"": 0.207
",rabbit ! cold least num inches snow !
DE_CF4_05391,5,-1,0.42,"""Neutral / author is just sharing information"": 0.207
""I can't tell"": 0.415
""Positive"": 0.378
",want warm thunderstorm breezy sunny spring weather forever
DE_CF4_05459,5,-1,0.41,"""Neutral / author is just sharing information"": 0.214
""I can't tell"": 0.411
""Negative"": 0.375
",:) :) ment may cold outside tonight going warm ! soo warmth fun !
DE_CF4_05487,5,-1,0.4,"""I can't tell"": 0.404
""Positive"": 0.404
""Tweet not related to weather condition"": 0.191
",ment ha ha ha ha rain tree lol now funny well hope thunder storm den
DE_CF4_05510,5,-1,0.61,"""Neutral / author is just sharing information"": 0.386
""I can't tell"": 0.614
",ment weather strait warm really cloudy day
DE_CF4_05532,5,-1,0.59,"""I can't tell"": 0.594
""Neutral / author is just sharing information"": 0.406
",always right major lightning thunder snow hail storm
DE_CF4_05578,5,-1,0.61,"""Neutral / author is just sharing information"": 0.394
""I can't tell"": 0.606
",num num num num monday num num num tuesday num severe thunder storm
DE_CF4_05600,5,-1,0.41,"""I can't tell"": 0.407
""Neutral / author is just sharing information"": 0.203
""Positive"": 0.19
""Negative"": 0.199
",num aw colorado saved snow shovel anyway
DE_CF4_05614,5,-1,0.39,"""Neutral / author is just sharing information"": 0.388
""I can't tell"": 0.392
""Negative"": 0.22
",ice ment pretty warm today somewhere seems bit frosty went http
DE_CF4_05617,5,-1,0.6,"""I can't tell"": 0.598
""Positive"": 0.2
""Negative"": 0.203
",warm !
DE_CF4_05732,5,-1,0.59,"""Neutral / author is just sharing information"": 0.405
""I can't tell"": 0.595
",hurry take shower thunderstorm comes hang phone !
DE_CF4_05734,5,-1,0.41,"""Neutral / author is just sharing information"": 0.383
""I can't tell"": 0.411
""Tweet not related to weather condition"": 0.206
",:d thanks stay warm ! ment ment ment ment
DE_CF4_05764,5,-1,0.37,"""I can't tell"": 0.367
""Neutral / author is just sharing information"": 0.194
""Tweet not related to weather condition"": 0.22
""Negative"": 0.22
",br baby cold outside ! keep heat sheets visit http num num fetish corset lingerie items
DE_CF4_05785,8,-1,0.39,"""Neutral / author is just sharing information"": 0.123
""I can't tell"": 0.385
""Positive"": 0.112
""Negative"": 0.38
",flash lightning thunderstorm ? weather something else
DE_CF4_05802,5,-1,0.4,"""I can't tell"": 0.404
""Neutral / author is just sharing information"": 0.404
""Negative"": 0.192
",holy shit ! preoccupied coming blizzard forgot watch teen mom num last night come
DE_CF4_05820,5,-1,0.6,"""Neutral / author is just sharing information"": 0.198
""I can't tell"": 0.599
""Tweet not related to weather condition"": 0.204
",scared thunderstorms ? not really unless bothers http
DE_CF4_05834,5,-1,0.61,"""Neutral / author is just sharing information"": 0.388
""I can't tell"": 0.612
",:o riccardo muti back even blizzard white stillness around something dante andrew http
DE_CF4_05858,5,-1,0.42,"""I can't tell"": 0.422
""Neutral / author is just sharing information"": 0.196
""Negative"": 0.382
",ment well canny windy mind
DE_CF4_05995,5,-1,0.42,"""I can't tell"": 0.424
""Tweet not related to weather condition"": 0.383
""Negative"": 0.193
",ment body cold
DE_CF4_06102,5,-1,0.6,"""Neutral / author is just sharing information"": 0.189
""I can't tell"": 0.603
""Negative"": 0.208
",;) thirteen degrees outside kiss warm
DE_CF4_06112,5,-1,0.54,"""Neutral / author is just sharing information"": 0.23
""I can't tell"": 0.54
""Positive"": 0.23
",shut ! wanna listen rain
DE_CF4_06191,5,-1,0.41,"""Neutral / author is just sharing information"": 0.191
""I can't tell"": 0.413
""Positive"": 0.396
",:) happy friday everyone ! stay warm !
DE_CF4_06219,5,-1,0.42,"""Neutral / author is just sharing information"": 0.36
""I can't tell"": 0.422
""Positive"": 0.218
",ment aw will discuss love rainy days freezing windy california
DE_CF4_06271,5,-1,0.4,"""Neutral / author is just sharing information"": 0.203
""I can't tell"": 0.397
""Positive"": 0.187
""Tweet not related to weather condition"": 0.214
",ment hey tony ! welcome state year round sunshine humidity ! lol
DE_CF4_06322,5,-1,0.38,"""Neutral / author is just sharing information"": 0.199
""I can't tell"": 0.38
""Positive"": 0.219
""Negative"": 0.201
",feel kinda guilty living warm everyone else getting dumped
DE_CF4_06386,5,-1,0.43,"""I can't tell"": 0.43
""Neutral / author is just sharing information"": 0.215
""Positive"": 0.177
""Tweet not related to weather condition"": 0.177
",nods ment see sun outside shouldn't wait night ? sunny outside mention
DE_CF4_06394,5,-1,0.58,"""I can't tell"": 0.582
""Neutral / author is just sharing information"": 0.418
",jim cantore reacting thunder snow thing storm not http via ment
DE_CF4_06446,5,-1,0.41,"""Neutral / author is just sharing information"": 0.187
""I can't tell"": 0.414
""Tweet not related to weather condition"": 0.189
""Negative"": 0.211
",come texas ! wonderland music festival keeps winter outside country greatness plays inside warm http
DE_CF4_06484,5,-1,0.43,"""Neutral / author is just sharing information"": 0.361
""I can't tell"": 0.433
""Positive"": 0.206
",wow cold outside morning
DE_CF4_06550,5,-1,0.41,"""Neutral / author is just sharing information"": 0.191
""I can't tell"": 0.412
""Tweet not related to weather condition"": 0.191
""Negative"": 0.206
",ment citizens north texas arctic weather shall continue one hands super bowl ticket tim thank advance !
DE_CF4_06625,5,-1,0.36,"""I can't tell"": 0.364
""Neutral / author is just sharing information"": 0.206
""Positive"": 0.207
""Negative"": 0.223
",rain sleet slush lovely commute home !
DE_CF4_06721,5,-1,0.41,"""Neutral / author is just sharing information"": 0.203
""I can't tell"": 0.411
""Negative"": 0.386
",ment trapped snow storm
DE_CF4_06776,5,-1,0.59,"""I can't tell"": 0.589
""Positive"": 0.411
",another chilly night maine least snow forecast may get num friday ! practically summer !
DE_CF4_06824,5,-1,0.41,"""Neutral / author is just sharing information"": 0.395
""I can't tell"": 0.412
""Positive"": 0.194
",ment ya well humidity ? oh wait humidity ! promise makes difference num num
DE_CF4_06838,5,-1,0.41,"""I can't tell"": 0.407
""Neutral / author is just sharing information"": 0.196
""Negative"": 0.397
",living south wet winter weather cuckoo crazy ppl scared step weather channel lines anywhere
DE_CF4_06909,5,-1,0.84,"""Neutral / author is just sharing information"": 0.165
""I can't tell"": 0.835
",ment love heat hate humidity love rain hate overcast dreary days never stops
DE_CF4_07050,5,-1,0.62,"""I can't tell"": 0.615
""Neutral / author is just sharing information"": 0.385
",said missed thunder storm last night
DE_CF4_07081,5,-1,0.82,"""Neutral / author is just sharing information"": 0.182
""I can't tell"": 0.818
",trap live yu using cold weather air conditioning
DE_CF4_07103,5,-1,0.6,"""I can't tell"": 0.598
""Neutral / author is just sharing information"": 0.208
""Positive"": 0.195
",rain lots !
DE_CF4_07109,5,-1,0.62,"""Neutral / author is just sharing information"": 0.19
""I can't tell"": 0.618
""Tweet not related to weather condition"": 0.192
",heat humidity yesteryear ?
DE_CF4_07140,5,-1,0.57,"""I can't tell"": 0.573
""Neutral / author is just sharing information"": 0.427
",lunch snowy day chick fil http
DE_CF4_07151,5,-1,0.62,"""Neutral / author is just sharing information"": 0.381
""I can't tell"": 0.619
",yet snow day almost
DE_CF4_07178,5,-1,0.62,"""Neutral / author is just sharing information"": 0.379
""I can't tell"": 0.621
",ment real cold ?
DE_CF4_07227,5,-1,0.41,"""I can't tell"": 0.405
""Neutral / author is just sharing information"": 0.374
""Negative"": 0.221
",:| :| due snow ment retweet face right now
DE_CF4_07244,5,-1,0.62,"""I can't tell"": 0.616
""Neutral / author is just sharing information"": 0.384
",freezing light snow sunny thunderstorms houston weather the week http
DE_CF4_07252,5,-1,0.6,"""I can't tell"": 0.596
""Positive"": 0.202
""Negative"": 0.202
",cool weather spoon ing maybe order http
DE_CF4_07302,5,-1,0.4,"""I can't tell"": 0.402
""Neutral / author is just sharing information"": 0.378
""Negative"": 0.22
",ment keep kids warm ! http weather
DE_CF4_07310,5,-1,0.41,"""Neutral / author is just sharing information"": 0.373
""I can't tell"": 0.408
""Tweet not related to weather condition"": 0.219
",winter storm bit exaggeration don't think channel num ?
DE_CF4_07326,5,-1,0.4,"""I can't tell"": 0.4
""Neutral / author is just sharing information"": 0.4
""Negative"": 0.2
",think green eyes eggs way scrambled driving dallas snow storm words de ?
DE_CF4_07525,5,-1,0.4,"""I can't tell"": 0.396
""Neutral / author is just sharing information"": 0.385
""Positive"": 0.22
",ment swear never seen thunder snow ! saw lightning last night ! lol snow storm ?
DE_CF4_07555,5,-1,0.41,"""Neutral / author is just sharing information"": 0.19
""I can't tell"": 0.414
""Positive"": 0.396
",ment hey actually chilly ! just snow lol
DE_CF4_07753,5,-1,0.41,"""I can't tell"": 0.414
""Tweet not related to weather condition"": 0.198
""Negative"": 0.388
",ment terrible quote lol yeh yale ain't good campus plus mad snowy whatnot round
DE_CF4_07754,5,-1,0.4,"""I can't tell"": 0.397
""Neutral / author is just sharing information"": 0.397
""Tweet not related to weather condition"": 0.206
",et al use microwave confirm low water vapor abundance num global dust storm num num num num num
DE_CF4_07817,5,-1,0.4,"""I can't tell"": 0.401
""Neutral / author is just sharing information"": 0.2
""Negative"": 0.399
",ment heavens betsy girl rain ice now sun slush ? sounds like need vacation ! ment
DE_CF4_07893,5,-1,0.61,"""I can't tell"": 0.612
""Tweet not related to weather condition"": 0.388
",weather http
DE_CF4_07922,5,-1,0.41,"""I can't tell"": 0.407
""Positive"": 0.204
""Negative"": 0.389
",ff ment keeping laughing snowstorm sing now num bottles wine wall num bottles wine
DE_CF4_08012,5,-1,0.22,"""I can't tell"": 0.221
""Neutral / author is just sharing information"": 0.221
""Positive"": 0.181
""Tweet not related to weather condition"": 0.194
""Negative"": 0.184
",boy swear lil furry ass hats justice dis type weather lol warm hoe lol
DE_CF4_08048,5,-1,0.2,"""I can't tell"": 0.204
""Neutral / author is just sharing information"": 0.185
""Positive"": 0.204
""Tweet not related to weather condition"": 0.204
""Negative"": 0.204
",cold apartment ! time electric blanket hot coffee not time electric blanket hot coffee ?
DE_CF4_08118,5,-1,0.38,"""Neutral / author is just sharing information"": 0.214
""I can't tell"": 0.376
""Positive"": 0.225
""Negative"": 0.185
",not cold outside shocking
DE_CF4_08122,5,-1,0.42,"""Neutral / author is just sharing information"": 0.19
""I can't tell"": 0.415
""Negative"": 0.395
",chilly morning !
DE_CF4_08134,5,-1,0.41,"""Neutral / author is just sharing information"": 0.188
""I can't tell"": 0.413
""Tweet not related to weather condition"": 0.399
",not even sure southerners know weather icon means louisiana http
DE_CF4_08251,5,-1,0.43,"""Neutral / author is just sharing information"": 0.19
""I can't tell"": 0.435
""Positive"": 0.217
""Negative"": 0.158
",wishing ment good luck today enjoy snow banks
DE_CF4_08308,5,-1,0.62,"""I can't tell"": 0.623
""Neutral / author is just sharing information"": 0.377
",give ride snowstorm ?
DE_CF4_08354,5,-1,0.42,"""I can't tell"": 0.419
""Neutral / author is just sharing information"": 0.4
""Tweet not related to weather condition"": 0.181
",ment tad windy hope knocked sadist woman
DE_CF4_08357,5,-1,0.62,"""I can't tell"": 0.615
""Negative"": 0.385
",thunder lightening ice storm ! really !
DE_CF4_08556,5,-1,0.4,"""I can't tell"": 0.401
""Neutral / author is just sharing information"": 0.202
""Tweet not related to weather condition"": 0.397
",ment new photo budweiser lightning thunderstorm moving http
DE_CF4_08575,5,-1,0.42,"""Neutral / author is just sharing information"": 0.38
""I can't tell"": 0.424
""Tweet not related to weather condition"": 0.196
",ment looking ? someone making thunderstorm ?
DE_CF4_08611,5,-1,0.61,"""Neutral / author is just sharing information"": 0.192
""I can't tell"": 0.612
""Negative"": 0.196
",cold inside warm outside wah ?
