_unit_id,_trusted_judgments,what_emotion_does_author_express_specifically_about_the_weather,what_emotion_does_author_express_specifically_about_the_weather:confidence,what_emotion_does_author_express_specifically_about_the_weather:confidence_summary,tweet_text
79186165,7,-1,0.3044,"""I can't tell"": 0.304
""Neutral / author is just sharing information"": 0.259
""Positive"": 0.149
""Negative"": 0.288
",good morning world auburn like isolated weather bubble doesn't rain
79186289,6,-1,0.6673,"""I can't tell"": 0.667
""Negative"": 0.333
",id ok ion like rainy days betta ment
79186303,5,-1,0.3792,"""Neutral / author is just sharing information"": 0.213
""I can't tell"": 0.379
""Positive"": 0.203
""Tweet not related to weather condition"": 0.205
",cinco de mayo portland weekend fun ! hope weather agreeable
79186334,5,-1,0.4188,"""Neutral / author is just sharing information"": 0.209
""I can't tell"": 0.419
""Positive"": 0.175
""Tweet not related to weather condition"": 0.197
",excited craft fair week end matter weather may !
79186382,5,-1,0.6072,"""I can't tell"": 0.607
""Positive"": 0.205
""Negative"": 0.188
",san diego weather unreal !
79186437,5,-1,0.4173,"""I can't tell"": 0.417
""Tweet not related to weather condition"": 0.18
""Negative"": 0.402
",hot outside everyone breaking
79186512,5,-1,0.4228,"""I can't tell"": 0.423
""Neutral / author is just sharing information"": 0.37
""Positive"": 0.207
",ment lol num degrees right now
79186519,5,-1,0.4116,"""Neutral / author is just sharing information"": 0.197
""I can't tell"": 0.412
""Tweet not related to weather condition"": 0.195
""Negative"": 0.196
",weather today looks slightly sarcastic !
79186528,5,-1,0.5964,"""I can't tell"": 0.596
""Neutral / author is just sharing information"": 0.199
""Positive"": 0.205
",ha ! ment little snow ment well snow monkey exact ! mom ! http
79186531,5,-1,0.3855,"""Neutral / author is just sharing information"": 0.213
""I can't tell"": 0.385
""Positive"": 0.201
""Negative"": 0.2
",ment ok freezing detroit getting better
79186532,5,-1,0.6013,"""I can't tell"": 0.601
""Neutral / author is just sharing information"": 0.399
",ment think jean short weather ?
79186698,5,-1,0.4003,"""I can't tell"": 0.4
""Positive"": 0.206
""Tweet not related to weather condition"": 0.394
",look foe foe warm
79186831,5,-1,0.4064,"""Neutral / author is just sharing information"": 0.211
""I can't tell"": 0.406
""Positive"": 0.183
""Negative"": 0.2
",life hot ass arizona sun
79186840,5,-1,0.6013,"""I can't tell"": 0.601
""Negative"": 0.399
",holy shit going num degrees tomorrow mesa
79186865,6,-1,0.3385,"""Neutral / author is just sharing information"": 0.334
""I can't tell"": 0.339
""Positive"": 0.327
",good morning everyone kinda chilly sitting enjoying coffee watching dogs enjoy cool air
79186906,5,-1,0.5971,"""Neutral / author is just sharing information"": 0.196
""I can't tell"": 0.597
""Positive"": 0.207
",blue skies sunny da today
79186923,6,-1,0.5192,"""I can't tell"": 0.519
""Neutral / author is just sharing information"": 0.179
""Tweet not related to weather condition"": 0.146
""Negative"": 0.156
",ment uh oh dat weather finally broke hit bro can buss yo ass lol
79186930,5,-1,0.3975,"""Neutral / author is just sharing information"": 0.196
""I can't tell"": 0.397
""Positive"": 0.203
""Negative"": 0.203
",reasons snooze comfy bed comfy person comfy cat today none slept couch ! hoping sunshine isn't vacation
79186962,5,-1,0.3962,"""Neutral / author is just sharing information"": 0.214
""I can't tell"": 0.396
""Positive"": 0.39
",=] cloudy rainy day miami
79187004,6,-1,0.3436,"""Neutral / author is just sharing information"": 0.334
""I can't tell"": 0.344
""Positive"": 0.15
""Tweet not related to weather condition"": 0.172
",mind blowing weather ? good thing bad thing ? ment weather blowing minds
79187009,5,-1,0.4319,"""I can't tell"": 0.432
""Tweet not related to weather condition"": 0.379
""Negative"": 0.189
",:-) ment memorial day soul labor day weather michigan
79187073,5,-1,0.6021,"""I can't tell"": 0.602
""Negative"": 0.398
",atlanta weather spring ? really ? http
79187188,5,-1,0.4039,"""Neutral / author is just sharing information"": 0.209
""I can't tell"": 0.404
""Positive"": 0.175
""Negative"": 0.212
",ment get says gets going windy will flying everywhere
79187259,5,-1,0.593,"""I can't tell"": 0.593
""Tweet not related to weather condition"": 0.407
",ment something weather will suffice
79187286,5,-1,0.8073,"""I can't tell"": 0.807
""Positive"": 0.193
",weather just makes wanna lay bed cuddle someone lol
79187429,5,-1,0.4227,"""Neutral / author is just sharing information"": 0.408
""I can't tell"": 0.423
""Tweet not related to weather condition"": 0.169
",warm outside ?
79187466,6,-1,1,"""I can't tell"": 1.0
",ment da weather !
79187644,5,-1,0.4107,"""I can't tell"": 0.411
""Neutral / author is just sharing information"": 0.408
""Tweet not related to weather condition"": 0.181
",ment get well soon friend sunny days
79187697,5,-1,0.3751,"""Neutral / author is just sharing information"": 0.218
""I can't tell"": 0.375
""Tweet not related to weather condition"": 0.2
""Negative"": 0.208
",can get storm
79187709,5,-1,0.4159,"""Neutral / author is just sharing information"": 0.177
""I can't tell"": 0.416
""Negative"": 0.407
",extra cold outside
79187846,5,-1,0.3913,"""I can't tell"": 0.391
""Neutral / author is just sharing information"": 0.203
""Positive"": 0.209
""Negative"": 0.197
",:) taking dog walk early morning believe perfect start chilly day
79187904,5,-1,0.6153,"""Neutral / author is just sharing information"": 0.188
""I can't tell"": 0.615
""Positive"": 0.197
",hot weather bout num females effect rump shaker lol
79188022,6,-1,0.5417,"""I can't tell"": 0.542
""Neutral / author is just sharing information"": 0.322
""Negative"": 0.136
",houston weather yeah
79188043,5,-1,0.5987,"""I can't tell"": 0.599
""Negative"": 0.401
",num degrees wow
79188090,8,-1,0.6074,"""Neutral / author is just sharing information"": 0.128
""I can't tell"": 0.607
""Negative"": 0.265
",miss memo gone hot today ?
79188110,5,-1,0.5909,"""Neutral / author is just sharing information"": 0.409
""I can't tell"": 0.591
",storm
79188206,5,-1,0.4131,"""I can't tell"": 0.413
""Neutral / author is just sharing information"": 0.194
""Negative"": 0.392
",sleep ill think possible without dying sunny day bed
79188220,5,-1,0.4053,"""I can't tell"": 0.405
""Neutral / author is just sharing information"": 0.388
""Tweet not related to weather condition"": 0.206
",ment weather ? lmao !
79188250,5,-1,0.5916,"""I can't tell"": 0.592
""Tweet not related to weather condition"": 0.408
",let snow let sun shine bak bi el
79188316,5,-1,0.804,"""I can't tell"": 0.804
""Tweet not related to weather condition"": 0.196
",ment edi ok ng weather baka balik ko sa wala na !
79188368,5,-1,0.4143,"""Neutral / author is just sharing information"": 0.204
""I can't tell"": 0.414
""Negative"": 0.382
",still feel tiny comparison storms thunder lightning turn kid stares window
79188462,5,-1,0.8186,"""I can't tell"": 0.819
""Negative"": 0.181
",good morning ! chilly !
79188655,5,-1,0.5953,"""I can't tell"": 0.595
""Neutral / author is just sharing information"": 0.405
",ment sunshine !
79188768,5,-1,0.5898,"""Neutral / author is just sharing information"": 0.205
""I can't tell"": 0.59
""Positive"": 0.205
",ment didn't get stay rainy looked cool though
79188802,5,-1,0.4059,"""Neutral / author is just sharing information"": 0.394
""I can't tell"": 0.406
""Negative"": 0.2
",ment turned num degrees think officially hot wear
79189037,5,-1,0.4031,"""Neutral / author is just sharing information"": 0.385
""I can't tell"": 0.403
""Negative"": 0.212
",ment weather tomorrow ? need pull winter coat ?
79189109,5,-1,0.6094,"""Neutral / author is just sharing information"": 0.216
""I can't tell"": 0.609
""Positive"": 0.175
",cold kinda hot weather tricks
79189147,5,-1,0.4087,"""I can't tell"": 0.409
""Neutral / author is just sharing information"": 0.208
""Negative"": 0.383
",ment ment sure earlier ? hot !
79189197,5,-1,0.4091,"""I can't tell"": 0.409
""Positive"": 0.386
""Tweet not related to weather condition"": 0.205
",really digging ment morning weather voice love !
79189441,6,-1,0.6851,"""Neutral / author is just sharing information"": 0.315
""I can't tell"": 0.685
",weather got
79189537,6,-1,0.4878,"""I can't tell"": 0.488
""Positive"": 0.35
""Tweet not related to weather condition"": 0.163
",got san diego weather !
79189588,7,-1,0.451,"""Neutral / author is just sharing information"": 0.139
""I can't tell"": 0.451
""Tweet not related to weather condition"": 0.135
""Negative"": 0.276
",weather woof
79189630,5,-1,0.4066,"""I can't tell"": 0.407
""Neutral / author is just sharing information"": 0.201
""Positive"": 0.392
",course going num sunny next week ! lol !
79189657,5,-1,0.4122,"""Neutral / author is just sharing information"": 0.398
""I can't tell"": 0.412
""Tweet not related to weather condition"": 0.19
",jimmy running big concrete stand like melbourne ! weather's
79189672,5,-1,0.3996,"""Neutral / author is just sharing information"": 0.212
""I can't tell"": 0.4
""Negative"": 0.388
",ment num degrees ? whoa
79189721,5,-1,0.607,"""Neutral / author is just sharing information"": 0.195
""I can't tell"": 0.607
""Negative"": 0.198
",ment reason seems snow mother's day almost every year one year got num inches least gone soon
79189783,5,-1,0.4132,"""I can't tell"": 0.413
""Neutral / author is just sharing information"": 0.394
""Negative"": 0.193
",walking num type cold
79190019,5,-1,0.5939,"""I can't tell"": 0.594
""Positive"": 0.203
""Negative"": 0.203
",ment extremely hot like think winter least expect cold weather actually happens
79190054,5,-1,0.3996,"""I can't tell"": 0.4
""Positive"": 0.191
""Tweet not related to weather condition"": 0.199
""Negative"": 0.21
",can please snow gone ?
79190057,5,-1,0.4023,"""Neutral / author is just sharing information"": 0.201
""I can't tell"": 0.402
""Positive"": 0.195
""Negative"": 0.201
",ment trying play golf afternoon weather nice
79190090,6,-1,0.4776,"""Neutral / author is just sharing information"": 0.343
""I can't tell"": 0.478
""Negative"": 0.18
",city sported weather time there'd plenty unemployed mayors
79190100,5,-1,0.4035,"""I can't tell"": 0.403
""Positive"": 0.402
""Tweet not related to weather condition"": 0.195
",num weather num dr can't complain really
79190129,5,-1,0.6117,"""I can't tell"": 0.612
""Positive"": 0.193
""Tweet not related to weather condition"": 0.196
",ment called ohio weather lol
79193623,5,-1,0.6035,"""I can't tell"": 0.603
""Positive"": 0.397
",official warmer weather freckles back
79193660,5,-1,0.4183,"""I can't tell"": 0.418
""Neutral / author is just sharing information"": 0.188
""Positive"": 0.18
""Negative"": 0.214
",sunny actually kind cold today ? confusion ?
79193712,5,-1,0.3974,"""I can't tell"": 0.397
""Neutral / author is just sharing information"": 0.212
""Tweet not related to weather condition"": 0.391
",awkward moment see really old lady hard like num degree weather
79193890,5,-1,0.608,"""Neutral / author is just sharing information"": 0.392
""I can't tell"": 0.608
",now call typical british weather
79194018,5,-1,0.6137,"""Neutral / author is just sharing information"": 0.191
""I can't tell"": 0.614
""Positive"": 0.195
",ment problem wonder weather plans tempt day
79194050,6,-1,0.6759,"""Neutral / author is just sharing information"": 0.17
""I can't tell"": 0.676
""Tweet not related to weather condition"": 0.154
",weather breaking back planting lol
79194072,6,-1,0.3455,"""Neutral / author is just sharing information"": 0.326
""I can't tell"": 0.346
""Negative"": 0.329
",num still sunny ! crazy ahh
79194216,8,-1,0.3808,"""I can't tell"": 0.381
""Positive"": 0.259
""Tweet not related to weather condition"": 0.361
",ment ment ment two us freezing will perfect
79194220,5,-1,0.8002,"""I can't tell"": 0.8
""Neutral / author is just sharing information"": 0.2
",ment know saw weather report aw really yay ! good ! good luck !
79194230,5,-1,0.3988,"""Neutral / author is just sharing information"": 0.208
""I can't tell"": 0.399
""Positive"": 0.185
""Tweet not related to weather condition"": 0.208
",sunshine not shadows
79194270,6,-1,0.8331,"""I can't tell"": 0.833
""Tweet not related to weather condition"": 0.167
",quiet lord speaking type weather
79194306,5,-1,0.6182,"""I can't tell"": 0.618
""Neutral / author is just sharing information"": 0.382
",hot outside
79194354,5,-1,0.4054,"""Neutral / author is just sharing information"": 0.204
""I can't tell"": 0.405
""Positive"": 0.209
""Negative"": 0.181
",ment man num num degrees ! im not !
79194407,5,-1,0.428,"""I can't tell"": 0.428
""Neutral / author is just sharing information"": 0.352
""Negative"": 0.22
",dark rainy sleeping
79194469,5,-1,0.4209,"""I can't tell"": 0.421
""Neutral / author is just sharing information"": 0.374
""Tweet not related to weather condition"": 0.205
",ment right get living ohio new york get weather
79194550,5,-1,0.4064,"""Neutral / author is just sharing information"": 0.404
""I can't tell"": 0.406
""Tweet not related to weather condition"": 0.19
",lets get candles massive lightening storm isle wight tell
79194841,6,-1,0.3617,"""Neutral / author is just sharing information"": 0.181
""I can't tell"": 0.362
""Tweet not related to weather condition"": 0.133
""Negative"": 0.325
",boot camp outside num degrees fun
79194854,5,-1,0.5858,"""Neutral / author is just sharing information"": 0.414
""I can't tell"": 0.586
",ment babe num degrees
79194874,5,-1,0.6012,"""I can't tell"": 0.601
""Positive"": 0.201
""Tweet not related to weather condition"": 0.198
",dia ! bonito ! sol ! con la flor de primavera el de las num degrees ! ta bien !
79194977,6,-1,0.3601,"""Neutral / author is just sharing information"": 0.339
""I can't tell"": 0.36
""Positive"": 0.301
",num num degrees hello summer
79195124,5,-1,0.605,"""I can't tell"": 0.605
""Negative"": 0.395
",weather balls
79195160,5,-1,0.4223,"""Neutral / author is just sharing information"": 0.166
""I can't tell"": 0.422
""Positive"": 0.213
""Negative"": 0.198
",dude num degrees suck balls
79195179,5,-1,0.6018,"""Neutral / author is just sharing information"": 0.2
""I can't tell"": 0.602
""Tweet not related to weather condition"": 0.198
",cold ?
79195216,5,-1,0.5888,"""Neutral / author is just sharing information"": 0.411
""I can't tell"": 0.589
",ever snowed num degrees one week ?
79195273,5,-1,0.3895,"""Neutral / author is just sharing information"": 0.211
""I can't tell"": 0.39
""Tweet not related to weather condition"": 0.201
""Negative"": 0.198
",go see around thunder storm max voice
79195420,5,-1,0.4196,"""I can't tell"": 0.42
""Tweet not related to weather condition"": 0.177
""Negative"": 0.403
",form cold ! swear warmer outside
79195510,6,-1,0.3371,"""Neutral / author is just sharing information"": 0.328
""I can't tell"": 0.337
""Positive"": 0.335
",:o num degrees today !
79195582,5,-1,0.3935,"""Neutral / author is just sharing information"": 0.225
""I can't tell"": 0.394
""Positive"": 0.382
",num degrees gotta love bear weather
79195619,5,-1,0.5819,"""I can't tell"": 0.582
""Positive"": 0.418
",cuddling weather
79195930,5,-1,0.5939,"""Neutral / author is just sharing information"": 0.208
""I can't tell"": 0.594
""Positive"": 0.198
",back wrap science project fun ! photos come just need weather cooperate us can test !
79196046,5,-1,0.3978,"""Neutral / author is just sharing information"": 0.208
""I can't tell"": 0.398
""Positive"": 0.191
""Negative"": 0.203
",ment rainy day miami wash away sins
79196101,5,-1,0.38,"""I can't tell"": 0.38
""Positive"": 0.219
""Tweet not related to weather condition"": 0.182
""Negative"": 0.219
",anyone else miss snow ?
79196344,5,-1,0.4,"""Neutral / author is just sharing information"": 0.216
""I can't tell"": 0.4
""Positive"": 0.384
",beautiful day bright blue sky sky went black lit brilliant electrical storm sound effects oh yes loads water
79196370,5,-1,0.5924,"""I can't tell"": 0.592
""Neutral / author is just sharing information"": 0.209
""Positive"": 0.198
",comes storm
79196377,5,-1,0.5953,"""Neutral / author is just sharing information"": 0.202
""I can't tell"": 0.595
""Tweet not related to weather condition"": 0.203
",thunderstorm not move yung
79196565,5,-1,0.6063,"""I can't tell"": 0.606
""Positive"": 0.394
",ment ment done school bit num degree weather guess just relaxation
79196575,5,-1,0.4206,"""I can't tell"": 0.421
""Tweet not related to weather condition"": 0.382
""Negative"": 0.197
",ment ment move hot streets nigg ha !
79196606,5,-1,0.409,"""I can't tell"": 0.409
""Positive"": 0.19
""Negative"": 0.401
",midst night turns day yet day night nice weather
79196636,5,-1,0.7945,"""I can't tell"": 0.794
""Tweet not related to weather condition"": 0.206
",scratch want storm
79196734,6,-1,0.4629,"""Neutral / author is just sharing information"": 0.354
""I can't tell"": 0.463
""Positive"": 0.183
",warm
79196790,5,-1,0.4015,"""I can't tell"": 0.402
""Tweet not related to weather condition"": 0.201
""Negative"": 0.398
",ment ment can bring cold weather next time ? just not fog
79196800,5,-1,0.4114,"""I can't tell"": 0.411
""Positive"": 0.38
""Tweet not related to weather condition"": 0.209
",:d ment wow difference ! num think heat wave
79196815,5,-1,0.6092,"""I can't tell"": 0.609
""Negative"": 0.391
",ment no ! not even drop rain dogs not howled let know storm brewing
79196844,5,-1,0.5995,"""Neutral / author is just sharing information"": 0.198
""I can't tell"": 0.6
""Negative"": 0.203
",another rainy day !
79196846,5,-1,0.407,"""Neutral / author is just sharing information"": 0.162
""I can't tell"": 0.407
""Positive"": 0.211
""Negative"": 0.221
",bloody marry sounds good right now weather !
79196950,5,-1,0.797,"""I can't tell"": 0.797
""Neutral / author is just sharing information"": 0.203
",proper storm now !
79196981,5,-1,0.6149,"""I can't tell"": 0.615
""Tweet not related to weather condition"": 0.385
",ment hike killer feels great afterwards weather ?
79197106,5,-1,0.5978,"""I can't tell"": 0.598
""Neutral / author is just sharing information"": 0.197
""Negative"": 0.206
",cold outside
79197165,5,-1,0.4067,"""I can't tell"": 0.407
""Tweet not related to weather condition"": 0.203
""Negative"": 0.39
",hopefully weather tomorrow isn't funny cause damn brought funny ppl today
79197241,5,-1,0.5808,"""I can't tell"": 0.581
""Tweet not related to weather condition"": 0.21
""Negative"": 0.21
",weather like radio revision tonight
79197279,5,-1,0.406,"""Neutral / author is just sharing information"": 0.199
""I can't tell"": 0.406
""Tweet not related to weather condition"": 0.192
""Negative"": 0.203
",damn lick first time just like cant stop weather not good
79197314,9,-1,0.4545,"""Neutral / author is just sharing information"": 0.115
""I can't tell"": 0.455
""Positive"": 0.229
""Negative"": 0.202
",outside now im kind hot bothered
79197327,5,-1,0.4123,"""Neutral / author is just sharing information"": 0.375
""I can't tell"": 0.412
""Positive"": 0.213
",rainy shopping nails fixed work half num drinks girls num tonight home bed today sounds good
79197405,5,-1,0.5948,"""I can't tell"": 0.595
""Neutral / author is just sharing information"": 0.208
""Tweet not related to weather condition"": 0.197
",ment ment ment don't care blizzard still going mess night
79197432,5,-1,0.5967,"""Neutral / author is just sharing information"": 0.403
""I can't tell"": 0.597
",ment not sure let know weather weather
79197433,5,-1,0.4125,"""I can't tell"": 0.413
""Tweet not related to weather condition"": 0.191
""Negative"": 0.397
",anyone else complete daze week ? keep forgetting simple things said done since storm heart still hurting
79197454,5,-1,0.4234,"""Neutral / author is just sharing information"": 0.195
""I can't tell"": 0.423
""Tweet not related to weather condition"": 0.2
""Negative"": 0.181
",still wearing polo boots hot weather
79197670,5,-1,0.4171,"""I can't tell"": 0.417
""Neutral / author is just sharing information"": 0.172
""Positive"": 0.205
""Negative"": 0.205
",ment hope fun ! wish come weekend good weather num num calling hogs cool
79197701,5,-1,0.4072,"""Neutral / author is just sharing information"": 0.194
""I can't tell"": 0.407
""Negative"": 0.398
",trade num weather num music back forever
80049802,5,-1,0.5856,"""I can't tell"": 0.586
""Tweet not related to weather condition"": 0.205
""Negative"": 0.209
",num tho lol ment like got heat chilly
80049807,5,-1,0.6134,"""I can't tell"": 0.613
""Tweet not related to weather condition"": 0.387
",can ! pack winter rolls around ! ment ment come plow snow !
80049812,5,-1,0.2205,"""Neutral / author is just sharing information"": 0.215
""I can't tell"": 0.221
""Positive"": 0.207
""Tweet not related to weather condition"": 0.179
""Negative"": 0.179
",lol dead ment ment raining der snow di ground !
80049813,5,-1,0.4061,"""I can't tell"": 0.406
""Positive"": 0.203
""Tweet not related to weather condition"": 0.391
",num year old crying putting snow pants away cried last still needed ?
80049863,5,-1,0.5806,"""I can't tell"": 0.581
""Tweet not related to weather condition"": 0.419
",ment people watching next week num degrees ? lil will wear jackie shades
80049951,5,-1,0.4248,"""Neutral / author is just sharing information"": 0.196
""I can't tell"": 0.425
""Positive"": 0.172
""Negative"": 0.207
",cold outside ! street rain ! people street ! not stop walking day !
80049970,5,-1,0.5841,"""I can't tell"": 0.584
""Tweet not related to weather condition"": 0.416
",heading stormy weather ?
80050084,5,-1,0.4044,"""I can't tell"": 0.404
""Tweet not related to weather condition"": 0.393
""Negative"": 0.202
",im boat like perfect storm port allen small boat harbor http
80050085,5,-1,0.6245,"""I can't tell"": 0.624
""Neutral / author is just sharing information"": 0.198
""Tweet not related to weather condition"": 0.178
",yo weather
80050094,5,-1,0.6092,"""Neutral / author is just sharing information"": 0.215
""I can't tell"": 0.609
""Tweet not related to weather condition"": 0.176
",:-) ment quickly forget normal bay area weather
80050150,5,-1,0.3977,"""Neutral / author is just sharing information"": 0.194
""I can't tell"": 0.398
""Tweet not related to weather condition"": 0.201
""Negative"": 0.207
",cool weather equals http
80050271,5,-1,0.4072,"""I can't tell"": 0.407
""Tweet not related to weather condition"": 0.399
""Negative"": 0.193
",:) ment hoping weather ? hit couple weeks back ?
80050296,5,-1,0.397,"""Neutral / author is just sharing information"": 0.175
""I can't tell"": 0.397
""Positive"": 0.212
""Tweet not related to weather condition"": 0.216
",ment yea wasn't cool hear pain hope feeling better wonderful rainy day !
80050308,5,-1,0.7889,"""Neutral / author is just sharing information"": 0.211
""I can't tell"": 0.789
",weather designed make sweat ! running
80050393,5,-1,0.4108,"""Neutral / author is just sharing information"": 0.397
""I can't tell"": 0.411
""Negative"": 0.192
",windy chi town day !
80050442,6,-1,0.5148,"""Neutral / author is just sharing information"": 0.485
""I can't tell"": 0.515
",sunshine
80050448,5,-1,0.2122,"""I can't tell"": 0.212
""Neutral / author is just sharing information"": 0.181
""Positive"": 0.209
""Tweet not related to weather condition"": 0.193
""Negative"": 0.206
",num weather warmer bt colder feel da weight world shoulder
80050505,6,-1,0.3466,"""Neutral / author is just sharing information"": 0.328
""I can't tell"": 0.347
""Positive"": 0.163
""Tweet not related to weather condition"": 0.162
",saturday studying packing meeting sunshine
80050510,5,-1,0.4055,"""I can't tell"": 0.406
""Neutral / author is just sharing information"": 0.173
""Positive"": 0.207
""Negative"": 0.214
",ment thunder storms really spoiling
80050539,5,-1,0.4147,"""Neutral / author is just sharing information"": 0.188
""I can't tell"": 0.415
""Positive"": 0.397
",know goes weather ? bacon can get bacon beach ?
80050581,5,-1,0.4243,"""Neutral / author is just sharing information"": 0.377
""I can't tell"": 0.424
""Negative"": 0.199
",hot tell ya
80050647,5,-1,0.4103,"""Neutral / author is just sharing information"": 0.378
""I can't tell"": 0.41
""Positive"": 0.211
",watching weather solved long line door issue least num pm come http
80050675,5,-1,0.4024,"""I can't tell"": 0.402
""Tweet not related to weather condition"": 0.392
""Negative"": 0.206
",ole fell asleep sand storm tornado wind concrete dry ass pussy mf dead
80050686,5,-1,0.7912,"""I can't tell"": 0.791
""Tweet not related to weather condition"": 0.209
",ment weather
80050796,5,-1,0.3978,"""Neutral / author is just sharing information"": 0.202
""I can't tell"": 0.398
""Positive"": 0.198
""Tweet not related to weather condition"": 0.202
",yep im fresh step grab stud num just get shit hot houston im wired
80050825,5,-1,0.4044,"""Neutral / author is just sharing information"": 0.393
""I can't tell"": 0.404
""Negative"": 0.202
",:) super hot energy pavilion jason coming swing num num tent say hi !
80050942,5,-1,0.6409,"""I can't tell"": 0.641
""Neutral / author is just sharing information"": 0.17
""Tweet not related to weather condition"": 0.189
",grilling lightning storm !
80050958,5,-1,0.4055,"""I can't tell"": 0.405
""Neutral / author is just sharing information"": 0.192
""Negative"": 0.403
",family meal bbq not sure weather agrees !
80051027,5,-1,0.4039,"""Neutral / author is just sharing information"": 0.197
""I can't tell"": 0.404
""Positive"": 0.202
""Negative"": 0.197
",ment lol sleeping weather gets cold know
80051041,5,-1,0.2056,"""I can't tell"": 0.206
""Neutral / author is just sharing information"": 0.196
""Positive"": 0.206
""Tweet not related to weather condition"": 0.195
""Negative"": 0.197
",:-) ment num degrees ! shrinkage
80051054,5,-1,0.4263,"""I can't tell"": 0.426
""Neutral / author is just sharing information"": 0.387
""Tweet not related to weather condition"": 0.187
",weather funny
80051075,5,-1,0.3823,"""Neutral / author is just sharing information"": 0.207
""I can't tell"": 0.382
""Positive"": 0.187
""Tweet not related to weather condition"": 0.224
",chose color summer ! rainy season feel still hot like summer http
80051108,5,-1,0.3787,"""Neutral / author is just sharing information"": 0.21
""I can't tell"": 0.379
""Tweet not related to weather condition"": 0.201
""Negative"": 0.21
",ok bread made now ? hot !
80051145,5,-1,0.419,"""I can't tell"": 0.419
""Positive"": 0.41
""Negative"": 0.171
",weather just !
80051229,5,-1,0.3999,"""Neutral / author is just sharing information"": 0.21
""I can't tell"": 0.4
""Positive"": 0.39
",ment hopefully weather will cooperate can spend outdoors
80051260,5,-1,0.3955,"""Neutral / author is just sharing information"": 0.38
""I can't tell"": 0.396
""Negative"": 0.224
",num num degrees outside num degrees celsius suppose num today num celsius weather man lies tho
80051307,5,-1,0.4137,"""Neutral / author is just sharing information"": 0.197
""I can't tell"": 0.414
""Positive"": 0.206
""Negative"": 0.183
",low num possible today parts ? guess las vegas weather followed back better get breakfast tacos !
80051396,5,-1,0.4082,"""I can't tell"": 0.408
""Neutral / author is just sharing information"": 0.388
""Negative"": 0.204
",ment dear clay thompson arizona ever see zero percent humidity ? http dry
80051408,5,-1,0.5952,"""Neutral / author is just sharing information"": 0.405
""I can't tell"": 0.595
",weather seattle advertised
80051441,5,-1,0.5932,"""I can't tell"": 0.593
""Neutral / author is just sharing information"": 0.407
",two classes alliance francaise away coast rainy weekend
80051588,5,-1,0.5897,"""Neutral / author is just sharing information"": 0.41
""I can't tell"": 0.59
",ment ment ment ment first time seen storm hard http
80051589,5,-1,0.6069,"""Neutral / author is just sharing information"": 0.194
""I can't tell"": 0.607
""Tweet not related to weather condition"": 0.199
",clouds ? weather ? coincidence ? http
80051591,5,-1,0.5969,"""I can't tell"": 0.597
""Neutral / author is just sharing information"": 0.403
",south summit player good lord hot weather channel even num degrees
80051594,5,-1,0.6208,"""Neutral / author is just sharing information"": 0.19
""I can't tell"": 0.621
""Negative"": 0.189
",confused weather today
80051703,5,-1,0.5793,"""I can't tell"": 0.579
""Neutral / author is just sharing information"": 0.205
""Negative"": 0.215
",can so sunny outside seems cloudy
