_unit_id,_trusted_judgments,what_emotion_does_author_express_specifically_about_the_weather,what_emotion_does_author_express_specifically_about_the_weather:confidence,what_emotion_does_author_express_specifically_about_the_weather:confidence_summary,tweet_text
71924781,5,-1,0.4073,"""Neutral / author is just sharing information"": 0.182
""I can't tell"": 0.407
""Tweet not related to weather condition"": 0.201
""Negative"": 0.209
",holy thunderstorm !
71924812,4,-1,0.4963,"""Neutral / author is just sharing information"": 0.26
""I can't tell"": 0.496
""Positive"": 0.244
",type weather talking
71924844,5,-1,0.4032,"""I can't tell"": 0.403
""Neutral / author is just sharing information"": 0.201
""Positive"": 0.396
",morning enjoying croissant coffee home rainy day
71924851,5,-1,0.6264,"""Neutral / author is just sharing information"": 0.171
""I can't tell"": 0.626
""Positive"": 0.203
",can go raining cold day yesterday complete sunshine warmth today
71924917,5,-1,0.4163,"""Neutral / author is just sharing information"": 0.203
""I can't tell"": 0.416
""Negative"": 0.381
",just bike serviced bloody warm sunny http
71924925,5,-1,0.4117,"""I can't tell"": 0.412
""Neutral / author is just sharing information"": 0.395
""Negative"": 0.194
",idk weather like today suspect sun
71924946,5,-1,0.4092,"""Neutral / author is just sharing information"": 0.196
""I can't tell"": 0.409
""Tweet not related to weather condition"": 0.198
""Negative"": 0.196
",ment yeah saw weather channel gonna ?
71924965,5,-1,0.6244,"""I can't tell"": 0.624
""Tweet not related to weather condition"": 0.215
""Negative"": 0.161
",weather ment allergies ment ment april showers may flowers
71925027,5,-1,0.6329,"""Neutral / author is just sharing information"": 0.195
""I can't tell"": 0.633
""Tweet not related to weather condition"": 0.172
",snow ? ?
71925029,5,-1,0.4103,"""I can't tell"": 0.41
""Neutral / author is just sharing information"": 0.397
""Negative"": 0.193
",hot here
71925062,5,-1,0.6009,"""I can't tell"": 0.601
""Tweet not related to weather condition"": 0.195
""Negative"": 0.204
",ment num ment video shoot num ment might storm ! smh
71925080,5,-1,0.6073,"""I can't tell"": 0.607
""Neutral / author is just sharing information"": 0.199
""Negative"": 0.193
",crazy like nite now yu damn snow smh
71925136,4,-1,0.4824,"""Neutral / author is just sharing information"": 0.257
""I can't tell"": 0.482
""Positive"": 0.26
",kind weather just makes think
71925149,5,-1,0.4227,"""Neutral / author is just sharing information"": 0.221
""I can't tell"": 0.423
""Negative"": 0.356
",wonder hot outside wait dumb question
71925186,5,-1,0.4193,"""I can't tell"": 0.419
""Neutral / author is just sharing information"": 0.396
""Positive"": 0.185
",one earth club's booth today rocked fort collins even snow ! go !
71925212,6,-1,0.4867,"""Neutral / author is just sharing information"": 0.33
""I can't tell"": 0.487
""Negative"": 0.184
",rainy day
71925218,7,-1,0.2985,"""I can't tell"": 0.299
""Neutral / author is just sharing information"": 0.257
""Positive"": 0.298
""Tweet not related to weather condition"": 0.146
",ment chicago thunderstorm good problem ? little glass half full via friendly nature paparazzi
71925237,5,-1,0.5954,"""I can't tell"": 0.595
""Neutral / author is just sharing information"": 0.21
""Tweet not related to weather condition"": 0.195
",ment weather outside ?
71925242,5,-1,0.4321,"""Neutral / author is just sharing information"": 0.377
""I can't tell"": 0.432
""Negative"": 0.191
",whoa weather gonna clear ?
71925255,5,-1,0.4116,"""I can't tell"": 0.412
""Tweet not related to weather condition"": 0.209
""Negative"": 0.38
",ment crazy ! just missed storm thank goodness ! ok today ?
71925265,5,-1,0.5973,"""I can't tell"": 0.597
""Neutral / author is just sharing information"": 0.2
""Positive"": 0.202
",ment kinda warm embarcadero
71925267,5,-1,0.4059,"""I can't tell"": 0.406
""Neutral / author is just sharing information"": 0.2
""Positive"": 0.394
",drive pretty cold good weather scary movies though
71925295,5,-1,0.5801,"""Neutral / author is just sharing information"": 0.42
""I can't tell"": 0.58
",got hot
71925300,5,-1,0.4139,"""Neutral / author is just sharing information"": 0.201
""I can't tell"": 0.414
""Tweet not related to weather condition"": 0.212
""Negative"": 0.173
",ment writing hand written thunderstorm
71925317,7,-1,0.4385,"""Neutral / author is just sharing information"": 0.148
""I can't tell"": 0.438
""Tweet not related to weather condition"": 0.265
""Negative"": 0.148
",ment lol ! think consider chilly
71925334,5,-1,0.3992,"""Neutral / author is just sharing information"": 0.204
""I can't tell"": 0.399
""Tweet not related to weather condition"": 0.397
",ment getting snow ?
71925353,5,-1,0.602,"""Neutral / author is just sharing information"": 0.207
""I can't tell"": 0.602
""Tweet not related to weather condition"": 0.191
",need something else besides cleaning listening music ! weather ! lmao
71925403,5,-1,0.5701,"""Neutral / author is just sharing information"": 0.43
""I can't tell"": 0.57
",ment num degrees today get best face headed beach show !
71925461,5,-1,0.6071,"""I can't tell"": 0.607
""Tweet not related to weather condition"": 0.187
""Negative"": 0.206
",ment seriously maybe storm hit ?
71925549,5,-1,0.4189,"""Neutral / author is just sharing information"": 0.382
""I can't tell"": 0.419
""Positive"": 0.199
",raining num degrees happy easter !
71925551,5,-1,0.3973,"""I can't tell"": 0.397
""Positive"": 0.208
""Tweet not related to weather condition"": 0.395
",:) weather
71925582,5,-1,0.4062,"""I can't tell"": 0.406
""Neutral / author is just sharing information"": 0.368
""Tweet not related to weather condition"": 0.226
",ment might sweeter finishing windy
71925650,6,-1,0.6654,"""Neutral / author is just sharing information"": 0.171
""I can't tell"": 0.665
""Negative"": 0.164
",:/ feeling weather summer will maybe month long starts rain cold hot
71925675,5,-1,0.4097,"""Neutral / author is just sharing information"": 0.198
""I can't tell"": 0.41
""Tweet not related to weather condition"": 0.393
",ment thank keeping us date weather isn't pending disaster
71925740,5,-1,0.4,"""I can't tell"": 0.4
""Positive"": 0.218
""Negative"": 0.382
",hey rainy freezing depressing outside awesome !
71925783,5,-1,0.6339,"""Neutral / author is just sharing information"": 0.172
""I can't tell"": 0.634
""Positive"": 0.194
",now storm can start drink time
71925836,5,-1,0.6005,"""I can't tell"": 0.601
""Neutral / author is just sharing information"": 0.21
""Tweet not related to weather condition"": 0.189
",best tornado weather plan ever andy's ment ment peeve ment red velvet concrete totally worth
71925850,5,-1,0.4278,"""I can't tell"": 0.428
""Neutral / author is just sharing information"": 0.178
""Positive"": 0.214
""Negative"": 0.18
",ment dark going rain sometime soon just perfect sleeping weather
71925954,5,-1,0.405,"""I can't tell"": 0.405
""Neutral / author is just sharing information"": 0.209
""Tweet not related to weather condition"": 0.385
",good morning ! just woke ! balls num go num dis weather ?
71925956,5,-1,0.5896,"""I can't tell"": 0.59
""Neutral / author is just sharing information"": 0.212
""Tweet not related to weather condition"": 0.199
",? num ? jungle storm num ? ? num num ? num ? num ? num ? num ? num num ? num ? num ? num http
71926002,5,-1,0.4259,"""Neutral / author is just sharing information"": 0.219
""I can't tell"": 0.426
""Positive"": 0.355
",bunch far side comics rainy day score
71926073,5,-1,0.4039,"""Neutral / author is just sharing information"": 0.389
""I can't tell"": 0.404
""Negative"": 0.207
",ment thunderstorm boiling day work now finished rains
71926083,5,-1,0.7964,"""Neutral / author is just sharing information"": 0.204
""I can't tell"": 0.796
",ment depending weather surly blown
71926095,6,-1,0.6793,"""I can't tell"": 0.679
""Positive"": 0.16
""Tweet not related to weather condition"": 0.161
",ment weather lol
71926106,5,-1,0.4154,"""I can't tell"": 0.415
""Neutral / author is just sharing information"": 0.198
""Negative"": 0.387
",can season weather match boston
71926151,5,-1,0.5986,"""Neutral / author is just sharing information"": 0.206
""I can't tell"": 0.599
""Negative"": 0.195
",ment weather totally needed
71926221,5,-1,0.5912,"""Neutral / author is just sharing information"": 0.204
""I can't tell"": 0.591
""Tweet not related to weather condition"": 0.204
",snow ?
71926308,5,-1,0.4387,"""I can't tell"": 0.439
""Neutral / author is just sharing information"": 0.364
""Tweet not related to weather condition"": 0.197
",storm going ham lol
71926317,5,-1,0.4203,"""I can't tell"": 0.42
""Neutral / author is just sharing information"": 0.37
""Tweet not related to weather condition"": 0.21
",ment sounds like weather !
71926342,5,-1,0.401,"""Neutral / author is just sharing information"": 0.21
""I can't tell"": 0.401
""Positive"": 0.389
",rainy saturday mass num !
71926343,5,-1,0.4174,"""I can't tell"": 0.417
""Neutral / author is just sharing information"": 0.198
""Tweet not related to weather condition"": 0.209
""Negative"": 0.176
",ment hell yea checked weather channel like num days ago not day without rain lol
71926363,5,-1,0.4313,"""Neutral / author is just sharing information"": 0.401
""I can't tell"": 0.431
""Tweet not related to weather condition"": 0.168
",town num miles west town num num num inch hail small weather cell town
71926403,5,-1,0.6187,"""I can't tell"": 0.619
""Positive"": 0.21
""Tweet not related to weather condition"": 0.171
",ment hot moms bout last ounce like !
71926424,5,-1,1,"""I can't tell"": 1.0
",cincinnati wanted portland's well got portland's weather instead num true !
71926478,5,-1,0.7964,"""I can't tell"": 0.796
""Tweet not related to weather condition"": 0.204
",? snow peak ? num ? http
71926496,5,-1,0.4052,"""Neutral / author is just sharing information"": 0.195
""I can't tell"": 0.405
""Positive"": 0.399
",ment rainy day perfect
71926526,5,-1,0.614,"""I can't tell"": 0.614
""Tweet not related to weather condition"": 0.386
",ment sandal weather ?
71926549,5,-1,0.4143,"""I can't tell"": 0.414
""Neutral / author is just sharing information"": 0.193
""Positive"": 0.393
",ment sunny idiot
71926622,5,-1,0.4033,"""I can't tell"": 0.403
""Neutral / author is just sharing information"": 0.225
""Negative"": 0.372
",hey earth sup weather yo ?
71926631,5,-1,0.4188,"""I can't tell"": 0.419
""Neutral / author is just sharing information"": 0.398
""Tweet not related to weather condition"": 0.183
",will snow ? http
71926637,5,-1,0.416,"""I can't tell"": 0.416
""Neutral / author is just sharing information"": 0.2
""Negative"": 0.384
",snow sticking
71926660,5,-1,0.4024,"""I can't tell"": 0.402
""Neutral / author is just sharing information"": 0.208
""Negative"": 0.389
",ah storm !
71926664,5,-1,0.6525,"""I can't tell"": 0.652
""Tweet not related to weather condition"": 0.348
",? snow peak ? ? ac num ? ac num snow peak ? num http
71926672,5,-1,0.4082,"""I can't tell"": 0.408
""Neutral / author is just sharing information"": 0.388
""Tweet not related to weather condition"": 0.204
",ment ok temp
71926680,5,-1,0.4505,"""I can't tell"": 0.45
""Neutral / author is just sharing information"": 0.367
""Negative"": 0.183
",ment ah just crazy thunderstorm
71926695,6,-1,0.6697,"""I can't tell"": 0.67
""Tweet not related to weather condition"": 0.33
",ment like funk weather finally hit num
71926708,5,-1,0.5699,"""I can't tell"": 0.57
""Negative"": 0.43
",ment hell ! gott see care wat hot outside
71926797,5,-1,0.6312,"""Neutral / author is just sharing information"": 0.183
""I can't tell"": 0.631
""Positive"": 0.185
",np helena chemical romance storm damn
71926802,6,-1,0.3467,"""I can't tell"": 0.347
""Neutral / author is just sharing information"": 0.337
""Tweet not related to weather condition"": 0.146
""Negative"": 0.17
",one bad dream spring ! ment ment ment ment ment re woke snow !
71926809,4,-1,0.5049,"""I can't tell"": 0.505
""Negative"": 0.495
",just lit barby looks like rain ! don't just love weather !
71926866,5,-1,0.599,"""I can't tell"": 0.599
""Neutral / author is just sharing information"": 0.401
",ment snow ? really ?
71926898,6,-1,0.3389,"""Neutral / author is just sharing information"": 0.326
""I can't tell"": 0.339
""Positive"": 0.335
",ment thunderstorm got shake lol !
71926922,5,-1,0.6218,"""Neutral / author is just sharing information"": 0.378
""I can't tell"": 0.622
",well weather outside weather
71926958,5,-1,0.4253,"""Neutral / author is just sharing information"": 0.191
""I can't tell"": 0.425
""Tweet not related to weather condition"": 0.383
",thunderstorm thunderstorm thunderstorm
71927021,5,-1,0.4153,"""I can't tell"": 0.415
""Neutral / author is just sharing information"": 0.396
""Tweet not related to weather condition"": 0.189
",spring colorado never know might get rain snow sun wind
71927038,5,-1,0.432,"""I can't tell"": 0.432
""Positive"": 0.176
""Tweet not related to weather condition"": 0.392
",num think tornadoes real threat anyone thinks weather forecasts worthless take note
71927134,5,-1,0.3999,"""Neutral / author is just sharing information"": 0.205
""I can't tell"": 0.4
""Positive"": 0.215
""Negative"": 0.18
",cold rainy day hometown think num kind day
71927186,5,-1,0.614,"""I can't tell"": 0.614
""Neutral / author is just sharing information"": 0.188
""Positive"": 0.198
",hot ! took jacket !
71927215,5,-1,0.4074,"""I can't tell"": 0.407
""Tweet not related to weather condition"": 0.199
""Negative"": 0.393
",ignoring tweets snow will not hear things
71927229,5,-1,0.8445,"""I can't tell"": 0.844
""Tweet not related to weather condition"": 0.156
",ment ? ment ? ? mainichi select weather
71927243,5,-1,0.6005,"""I can't tell"": 0.6
""Neutral / author is just sharing information"": 0.2
""Positive"": 0.2
",another sunny day next ?
71927256,5,-1,0.4211,"""Neutral / author is just sharing information"": 0.173
""I can't tell"": 0.421
""Positive"": 0.406
",well game sucked early park tomorrow drinking hope weather stays nice
71927361,4,-1,0.5029,"""I can't tell"": 0.503
""Positive"": 0.497
",opens num today last week cool rainy weather much needed sunshine warmer temps way wait see
71927401,5,-1,0.6044,"""Neutral / author is just sharing information"": 0.217
""I can't tell"": 0.604
""Negative"": 0.179
",ment humidity southeast asia reminds home
71927425,5,-1,0.5974,"""Neutral / author is just sharing information"": 0.403
""I can't tell"": 0.597
",num degrees race jacket
71927449,5,-1,0.5953,"""I can't tell"": 0.595
""Tweet not related to weather condition"": 0.405
",ment heck happened running weather ?
71927462,5,-1,0.6069,"""Neutral / author is just sharing information"": 0.179
""I can't tell"": 0.607
""Negative"": 0.214
",ment wish raining windy looks rain
71927497,6,-1,0.687,"""I can't tell"": 0.687
""Positive"": 0.313
",wit ment pretty hot houston ! ment land !
71927507,5,-1,0.5971,"""Neutral / author is just sharing information"": 0.403
""I can't tell"": 0.597
",snow
71927528,5,-1,0.6227,"""I can't tell"": 0.623
""Neutral / author is just sharing information"": 0.377
",kinda warm wear lots clothes !
71927549,5,-1,0.4061,"""Neutral / author is just sharing information"": 0.386
""I can't tell"": 0.406
""Tweet not related to weather condition"": 0.208
",ment motivated ! done one side garden digging removing stuff far ! difference weather now
71927633,6,-1,0.3443,"""Neutral / author is just sharing information"": 0.344
""I can't tell"": 0.344
""Tweet not related to weather condition"": 0.148
""Negative"": 0.164
",lil kid got hat like not hot outside
71927693,5,-1,0.7881,"""I can't tell"": 0.788
""Tweet not related to weather condition"": 0.212
",ment este http
71927729,5,-1,0.4167,"""Neutral / author is just sharing information"": 0.403
""I can't tell"": 0.417
""Negative"": 0.181
",really seeing snow everywhere right now ?
71927754,5,-1,0.3842,"""I can't tell"": 0.384
""Neutral / author is just sharing information"": 0.204
""Positive"": 0.216
""Negative"": 0.196
",thunderstorms airport epic gotta love work num
71927758,5,-1,0.5705,"""I can't tell"": 0.57
""Neutral / author is just sharing information"": 0.43
",ment plus cold lol
71927773,5,-1,0.4072,"""Neutral / author is just sharing information"": 0.387
""I can't tell"": 0.407
""Tweet not related to weather condition"": 0.206
",short cold rainy snowy run http
71927794,5,-1,0.6027,"""I can't tell"": 0.603
""Tweet not related to weather condition"": 0.181
""Negative"": 0.216
",ment sup weather tho
71927859,5,-1,0.4243,"""Neutral / author is just sharing information"": 0.178
""I can't tell"": 0.424
""Tweet not related to weather condition"": 0.2
""Negative"": 0.197
",ment heard guys getting wizard oz weather
71927863,5,-1,0.3851,"""Neutral / author is just sharing information"": 0.184
""I can't tell"": 0.385
""Tweet not related to weather condition"": 0.215
""Negative"": 0.215
",;-) ment yes playing tomorrow morning probably quick round sunday easter mention weather
71927929,5,-1,0.4063,"""I can't tell"": 0.406
""Neutral / author is just sharing information"": 0.192
""Tweet not related to weather condition"": 0.402
",ment two weeks away florida weather doug brennan might disappear
71927931,5,-1,0.5867,"""I can't tell"": 0.587
""Negative"": 0.413
",damn hot !
71927975,5,-1,0.3936,"""I can't tell"": 0.394
""Positive"": 0.206
""Tweet not related to weather condition"": 0.194
""Negative"": 0.206
",ment trade ya ! got num degrees !
71928064,5,-1,0.6006,"""I can't tell"": 0.601
""Neutral / author is just sharing information"": 0.19
""Negative"": 0.209
",well plans rainy day home great mix laundry coffee reading spend time family lol
71928081,5,-1,0.6156,"""Neutral / author is just sharing information"": 0.187
""I can't tell"": 0.616
""Tweet not related to weather condition"": 0.197
",haircut dances long weather !
71928407,5,-1,0.8089,"""I can't tell"": 0.809
""Positive"": 0.191
",unreal weather whose get bbq hilltop apartments ? ment
71928425,6,-1,0.5225,"""I can't tell"": 0.523
""Neutral / author is just sharing information"": 0.308
""Tweet not related to weather condition"": 0.169
",day weather wise
71928448,5,-1,0.4124,"""I can't tell"": 0.412
""Positive"": 0.376
""Negative"": 0.212
",ment easter always sunny beautiful easter gods mad sign
71928492,5,-1,0.5862,"""I can't tell"": 0.586
""Negative"": 0.414
",http wish packed differently brought long sleeves black sunny hot !
71928510,5,-1,0.6045,"""I can't tell"": 0.605
""Tweet not related to weather condition"": 0.395
",? jungle storm ? ? ? http
71928546,5,-1,0.4309,"""Neutral / author is just sharing information"": 0.204
""I can't tell"": 0.431
""Positive"": 0.193
""Negative"": 0.172
",ment like wait minute just windy yesterday now num lol
71928567,5,-1,0.7929,"""I can't tell"": 0.793
""Tweet not related to weather condition"": 0.207
",weather smh hott shower smh
71928570,4,-1,0.5031,"""I can't tell"": 0.503
""Tweet not related to weather condition"": 0.497
",ment ment ment windy ment lo yang lo ? via ment
71928579,5,-1,0.4159,"""Neutral / author is just sharing information"": 0.402
""I can't tell"": 0.416
""Negative"": 0.182
",hot tho blessed http
71928586,5,-1,0.4102,"""I can't tell"": 0.41
""Positive"": 0.2
""Tweet not related to weather condition"": 0.39
",trees always get busy windy
71928627,5,-1,0.3961,"""Neutral / author is just sharing information"": 0.386
""I can't tell"": 0.396
""Negative"": 0.217
",don't care another weather oregon buy showers pass jacket quit complaining
71928645,5,-1,0.4074,"""I can't tell"": 0.407
""Neutral / author is just sharing information"": 0.388
""Tweet not related to weather condition"": 0.205
",ment hi darrell weather holiday weekend ? mild still chill air
71928685,5,-1,0.5729,"""Neutral / author is just sharing information"": 0.222
""I can't tell"": 0.573
""Positive"": 0.205
",num degrees inside house think watermelon perfectly acceptable dinner circumstances
71928718,5,-1,0.8042,"""I can't tell"": 0.804
""Tweet not related to weather condition"": 0.196
",storm going ham !
71928720,5,-1,0.5823,"""I can't tell"": 0.582
""Positive"": 0.418
",this weather
71928742,5,-1,0.5709,"""I can't tell"": 0.571
""Negative"": 0.429
",man rainy day made so ! yawn
71928752,5,-1,0.426,"""I can't tell"": 0.426
""Positive"": 0.362
""Negative"": 0.212
",well hit num degrees today ! wow heat wave yard done looks good feel like crippled old walmart going kill !
71928779,5,-1,0.425,"""Neutral / author is just sharing information"": 0.377
""I can't tell"": 0.425
""Negative"": 0.198
",hope weather gets better egg hunt num good weekend num num nationwide
71928844,5,-1,0.6,"""I can't tell"": 0.6
""Positive"": 0.4
",ment yeah damn near num degrees today san diego hop cute laughed rio
71928858,5,-1,0.6015,"""I can't tell"": 0.602
""Negative"": 0.398
",d: ment ment also don't know think thunderstorm comp
71928889,5,-1,0.43,"""I can't tell"": 0.43
""Neutral / author is just sharing information"": 0.211
""Negative"": 0.359
",rainy morning
71928919,5,-1,0.805,"""I can't tell"": 0.805
""Tweet not related to weather condition"": 0.195
",? snow peak ? num http
71928935,5,-1,0.6122,"""Neutral / author is just sharing information"": 0.208
""I can't tell"": 0.612
""Tweet not related to weather condition"": 0.179
",bout weather got new
71928995,5,-1,0.6197,"""Neutral / author is just sharing information"": 0.186
""I can't tell"": 0.62
""Negative"": 0.194
",swear not hot outside yea
71929109,5,-1,0.7967,"""I can't tell"": 0.797
""Negative"": 0.203
",snow ? smh
71929114,5,-1,0.3945,"""Neutral / author is just sharing information"": 0.202
""I can't tell"": 0.394
""Positive"": 0.202
""Tweet not related to weather condition"": 0.202
",ment don't take whole day recognize sunshine
71929124,5,-1,0.5844,"""Neutral / author is just sharing information"": 0.416
""I can't tell"": 0.584
",ment tokyo weather warm sunny increasing radiation fallout sure use num num lead paste today folks !
71929144,5,-1,0.4199,"""I can't tell"": 0.42
""Neutral / author is just sharing information"": 0.18
""Negative"": 0.4
",:) damn hot outside want
71929145,4,-1,0.5167,"""I can't tell"": 0.517
""Neutral / author is just sharing information"": 0.483
",um snow come
71929169,5,-1,0.3992,"""I can't tell"": 0.399
""Positive"": 0.396
""Negative"": 0.205
",really hope gets sunny
71929215,5,-1,0.3906,"""Neutral / author is just sharing information"": 0.203
""I can't tell"": 0.391
""Positive"": 0.203
""Negative"": 0.203
",wow sunshine sun actually peaking last many clouds around rain predicted tuesday
71929248,5,-1,0.4112,"""I can't tell"": 0.411
""Positive"": 0.195
""Tweet not related to weather condition"": 0.206
""Negative"": 0.188
",cuddle weather missing ugh lame
71929254,5,-1,0.6022,"""Neutral / author is just sharing information"": 0.204
""I can't tell"": 0.602
""Negative"": 0.194
",hot idk outside
71929286,5,-1,0.786,"""I can't tell"": 0.786
""Negative"": 0.214
",goodness weather
71929298,5,-1,0.5888,"""Neutral / author is just sharing information"": 0.411
""I can't tell"": 0.589
",num degrees nova shocking
71929315,5,-1,0.6075,"""I can't tell"": 0.608
""Neutral / author is just sharing information"": 0.186
""Negative"": 0.207
",big big thunder huge huge lightning wow storm loud proud
71929399,5,-1,0.41,"""Neutral / author is just sharing information"": 0.192
""I can't tell"": 0.41
""Tweet not related to weather condition"": 0.21
""Negative"": 0.188
",xd ment least wanna head park rainy day wanna
71929516,6,-1,0.5144,"""I can't tell"": 0.514
""Neutral / author is just sharing information"": 0.486
",get warm sudden ?
71929553,5,-1,0.3837,"""I can't tell"": 0.384
""Neutral / author is just sharing information"": 0.207
""Positive"": 0.194
""Negative"": 0.216
",back home st george num degrees sunshine bit shock
71929555,5,-1,0.4222,"""Neutral / author is just sharing information"": 0.185
""I can't tell"": 0.422
""Positive"": 0.19
""Tweet not related to weather condition"": 0.203
",:) playing garage weather like better music couldn't agree mate
71929633,5,-1,0.4069,"""Neutral / author is just sharing information"": 0.383
""I can't tell"": 0.407
""Negative"": 0.21
",ment five days thunderstorms fun
71929635,5,-1,0.408,"""Neutral / author is just sharing information"": 0.403
""I can't tell"": 0.408
""Negative"": 0.189
",hot outside
